,horas_total_duracao,linha_Jet Airways,dia_voo,mes_voo,linha_Jet Airways Business,linha_Multiple carriers,linha_Air India,destino_Delhi,min_partida,hora_chegada,hora_partida,min_chegada,destino_New Delhi,destino_Hyderabad,origem_Mumbai,linha_IndiGo,origem_Banglore,linha_Vistara,origem_Delhi
66,2.5833333333333335,0,15,4,0,0,0,0,20,12,10,55,0,0,0,0,0,0,0
67,2.9166666666666665,0,15,3,0,0,0,0,25,21,18,20,1,0,0,1,1,0,0
68,25.083333333333332,1,6,9,0,0,0,0,30,12,11,35,0,0,0,0,0,0,1
69,11.75,0,27,3,0,0,1,0,30,8,20,15,0,0,0,0,0,0,1
70,3.0833333333333335,0,24,6,0,0,1,0,5,21,18,10,0,0,0,0,0,0,1
71,7.083333333333333,1,15,5,0,0,0,0,30,23,16,35,0,0,0,0,0,0,0
72,12.0,0,15,6,0,1,0,0,0,21,9,0,0,0,0,0,0,0,1
73,10.916666666666666,1,6,1,0,0,0,0,30,4,17,25,0,0,0,0,0,0,1
74,2.8333333333333335,0,21,5,0,0,0,1,10,13,10,0,0,0,0,1,1,0,0
75,9.0,0,27,5,0,1,0,0,0,19,10,0,0,0,0,0,0,0,1
76,22.416666666666668,0,6,6,0,0,1,0,0,5,7,25,0,0,0,0,0,0,0
77,2.8333333333333335,0,21,5,0,0,1,0,10,8,5,0,0,0,0,0,0,0,1
78,34.416666666666664,0,15,5,0,0,1,0,50,16,5,15,0,0,0,0,0,0,0
79,2.6666666666666665,0,21,3,0,0,0,0,30,14,11,10,1,0,0,0,1,1,0
80,9.75,0,27,6,0,1,0,0,15,19,9,0,0,0,0,0,0,0,1
81,11.75,1,6,9,0,0,0,0,30,18,6,15,0,0,0,0,0,0,0
82,2.5,0,5,6,0,0,0,0,15,17,15,45,0,0,0,1,0,0,0
83,23.833333333333332,1,4,1,0,0,0,0,0,19,20,50,0,0,0,0,0,0,0
84,2.4166666666666665,0,15,6,0,0,0,0,35,14,11,0,0,0,0,1,0,0,0
85,14.333333333333334,0,18,5,0,1,0,0,55,19,4,15,0,0,0,0,0,0,1
86,5.666666666666667,0,24,4,0,0,0,0,45,22,16,25,0,0,0,0,0,0,1
87,20.0,1,18,3,0,0,0,0,40,7,11,40,1,0,0,0,1,0,0
88,2.9166666666666665,0,21,5,0,0,0,1,10,10,7,5,0,0,0,1,1,0,0
89,1.5,0,5,3,0,0,0,0,45,0,22,15,0,1,1,0,0,0,0
90,7.583333333333333,1,24,3,0,0,0,0,10,4,21,45,0,0,0,0,0,0,0
91,12.25,1,5,6,0,0,0,0,0,8,20,15,0,0,0,0,0,0,0
92,4.916666666666667,0,24,5,0,0,0,0,20,14,9,15,0,0,0,1,0,0,0
93,4.916666666666667,0,21,5,0,0,0,0,55,22,17,50,0,0,0,0,0,0,1
94,3.0,1,4,9,0,0,0,1,45,20,17,45,0,0,0,0,1,0,0
95,2.5,0,4,1,0,0,0,0,55,22,19,25,0,0,0,0,0,0,0
96,5.75,0,27,5,0,0,0,0,50,3,21,35,0,0,0,1,0,0,1
97,1.4166666666666667,1,5,3,0,0,0,0,55,4,2,20,0,1,1,0,0,0,0
98,4.75,0,3,1,0,0,0,0,15,10,5,0,1,0,0,1,1,0,0
99,24.833333333333332,0,27,5,0,0,1,0,50,7,6,40,0,0,0,0,0,0,1
100,2.5,0,6,12,0,0,1,0,15,16,14,45,0,0,0,0,0,0,0
101,2.25,0,21,5,0,0,0,0,45,12,9,0,0,0,0,0,0,0,0
102,23.166666666666668,0,6,12,0,0,1,0,0,11,12,10,0,0,0,0,0,0,0
103,9.5,0,15,5,0,1,0,0,30,21,11,0,0,0,0,0,0,0,1
104,2.3333333333333335,0,6,1,0,0,0,0,5,0,22,25,0,0,0,1,0,0,0
105,2.4166666666666665,0,18,6,0,0,0,0,35,14,11,0,0,0,0,1,0,0,0
106,9.5,0,24,6,0,0,0,0,0,1,16,30,0,0,0,1,0,0,1
107,2.3333333333333335,0,5,1,0,0,0,0,55,10,7,15,0,0,0,1,0,0,0
108,6.583333333333333,1,5,1,0,0,0,0,0,23,17,35,0,0,0,0,0,0,0
109,2.9166666666666665,0,3,3,0,0,0,0,35,12,9,30,1,0,0,0,1,0,0
110,2.9166666666666665,1,5,6,0,0,0,1,15,18,15,10,0,0,0,0,1,0,0
111,30.333333333333332,0,4,9,0,0,1,0,55,19,12,15,0,0,0,0,0,0,1
112,2.9166666666666665,0,18,4,0,0,0,1,30,3,0,25,0,0,0,1,1,0,0
113,12.5,0,6,6,0,1,0,0,0,1,13,30,0,0,0,0,0,0,1
114,7.583333333333333,0,21,5,0,1,0,0,40,19,11,15,0,0,0,0,0,0,1
115,8.666666666666666,1,24,5,0,0,0,0,0,4,20,40,0,0,0,0,0,0,0
116,4.0,0,5,1,0,0,0,0,20,10,6,20,0,0,0,1,0,0,0
117,19.916666666666668,0,5,12,0,0,1,0,0,7,12,55,0,0,0,0,0,0,0
118,4.916666666666667,0,27,6,0,0,0,0,10,10,5,5,0,0,0,1,0,0,1
119,2.75,0,4,6,0,0,1,1,0,19,17,45,0,0,0,0,1,0,0
120,15.5,0,5,12,0,0,0,0,10,22,7,40,0,0,0,0,0,1,0
121,7.25,0,18,3,0,0,1,0,30,17,10,45,1,0,0,0,1,0,0
122,2.25,0,3,6,0,0,1,0,40,13,11,55,0,0,0,0,0,0,0
123,27.083333333333332,0,5,12,0,0,1,0,50,8,5,55,0,0,0,0,0,0,0
124,21.416666666666668,1,6,9,0,0,0,0,0,14,17,25,0,0,0,0,0,0,0
125,6.333333333333333,0,21,3,0,0,0,0,10,15,9,30,0,0,0,1,0,0,1
126,6.583333333333333,0,3,6,0,1,0,0,55,15,8,30,0,0,0,0,0,0,1
127,2.5833333333333335,0,18,3,0,0,0,0,20,12,10,55,0,0,0,0,0,0,0
128,25.833333333333332,0,4,1,0,0,0,0,0,18,17,50,0,0,0,0,0,1,0
129,3.0,1,21,6,0,0,0,1,50,22,19,50,0,0,0,0,1,0,0
130,17.083333333333332,1,5,9,0,0,0,0,30,12,19,35,0,0,0,0,0,0,1
131,2.8333333333333335,0,15,4,0,0,0,1,0,23,21,50,0,0,0,0,1,1,0
132,24.75,0,5,6,0,0,1,0,35,15,14,20,0,0,0,0,0,0,0
133,28.083333333333332,1,3,9,0,0,0,0,20,4,0,25,0,0,0,0,0,0,1
134,27.166666666666668,1,24,5,0,0,0,0,25,23,20,35,0,0,0,0,0,0,0
135,11.833333333333334,0,6,12,0,0,0,0,35,19,7,25,0,0,0,0,0,0,0
136,11.416666666666666,1,15,5,0,0,0,0,25,19,8,50,0,0,0,0,0,0,0
137,2.6666666666666665,0,6,9,0,0,0,1,55,8,5,35,0,0,0,0,1,0,0
138,21.916666666666668,1,6,12,0,0,0,0,5,12,14,0,0,0,0,0,0,0,0
139,25.0,1,5,1,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0
140,3.0,0,24,6,0,0,1,0,10,17,14,10,0,0,0,0,0,0,1
141,27.083333333333332,0,24,5,0,0,0,0,20,23,20,25,0,0,0,0,0,1,0
142,13.333333333333334,1,5,12,0,0,0,0,55,8,18,15,0,0,0,0,0,0,0
143,3.0,1,15,5,0,0,0,1,50,22,19,50,0,0,0,0,1,0,0
144,2.9166666666666665,0,4,3,0,0,0,1,10,0,21,5,0,0,0,0,1,0,0
145,14.583333333333334,1,5,6,0,0,0,0,5,4,14,40,0,0,0,0,0,0,0
146,18.5,1,27,3,0,0,0,0,55,4,9,25,0,0,0,0,0,0,1
147,6.583333333333333,1,24,5,0,0,0,0,0,23,17,35,0,0,0,0,0,0,0
148,12.166666666666666,1,5,1,0,0,0,0,30,4,16,40,0,0,0,0,0,0,0
149,2.9166666666666665,0,18,6,0,0,0,1,45,10,7,40,0,0,0,0,1,0,0
150,29.083333333333332,1,5,6,0,0,0,0,0,22,17,5,0,0,0,0,0,0,0
151,7.25,1,24,5,0,0,0,0,20,17,10,35,0,0,0,0,0,0,0
152,14.083333333333334,0,15,6,0,1,0,0,55,19,4,0,0,0,0,0,0,0,1
153,14.0,0,24,6,0,1,0,0,0,21,7,0,0,0,0,0,0,0,1
154,26.333333333333332,0,6,12,0,0,0,0,20,22,20,40,0,0,0,0,0,1,0
155,9.25,1,27,3,0,0,0,0,10,4,19,25,0,0,0,0,0,0,1
156,8.916666666666666,0,18,5,0,0,1,0,25,18,9,20,0,0,0,0,0,0,0
157,14.583333333333334,1,3,12,0,0,0,0,45,20,5,20,1,0,0,0,1,0,0
158,1.4166666666666667,1,5,6,0,0,0,0,55,4,2,20,0,1,1,0,0,0,0
159,12.25,0,15,5,0,0,1,0,0,19,7,15,0,0,0,0,0,0,1
160,38.0,0,3,9,0,0,1,0,15,19,5,15,0,0,0,0,0,0,1
161,21.333333333333332,1,18,5,0,0,0,0,5,4,7,25,0,0,0,0,0,0,1
162,3.0,1,18,5,0,0,0,1,10,10,7,10,0,0,0,0,1,0,0
163,1.5,0,4,1,0,0,0,0,35,4,2,5,0,1,1,1,0,0,0
164,2.75,0,24,3,0,0,1,0,10,8,6,55,1,0,0,0,1,0,0
165,3.0,0,5,12,0,0,0,1,55,19,16,55,0,0,0,1,1,0,0
166,4.666666666666667,0,24,3,0,0,0,0,10,19,15,50,0,0,0,1,0,0,0
167,4.5,0,6,3,0,0,0,0,45,13,8,15,0,0,0,0,0,0,1
168,21.416666666666668,1,6,9,0,0,0,0,55,16,18,20,0,0,0,0,0,0,0
169,7.916666666666667,1,24,5,0,0,0,0,25,16,8,20,0,0,0,0,0,0,0
170,2.5833333333333335,0,27,6,0,0,0,0,40,7,4,15,0,0,0,1,0,0,0
171,1.5,0,6,3,0,0,0,0,25,7,6,55,0,1,1,1,0,0,0
172,20.166666666666668,1,3,6,0,0,0,0,55,5,8,5,1,0,0,0,1,0,0
173,1.5,0,27,6,0,0,0,0,15,14,13,45,0,1,1,0,0,0,0
174,7.75,0,24,5,0,1,0,0,45,1,17,30,0,0,0,0,0,0,1
175,3.0833333333333335,0,24,6,0,0,0,1,15,21,18,20,0,0,0,1,1,0,0
176,16.25,0,5,9,0,0,0,0,15,1,9,30,0,0,0,1,0,0,1
177,14.166666666666666,1,18,5,0,0,0,0,25,22,8,35,0,0,0,0,0,0,0
178,16.583333333333332,1,15,6,0,0,0,0,0,12,20,35,0,0,0,0,0,0,1
179,2.4166666666666665,0,5,6,0,0,0,0,15,7,5,40,0,0,0,1,0,0,0
180,6.166666666666667,0,4,6,0,0,0,0,25,13,7,35,0,0,0,0,0,0,1
181,3.25,0,18,4,0,0,0,0,35,8,5,50,0,0,0,1,0,0,1
182,2.9166666666666665,1,6,9,0,0,0,1,10,14,11,5,0,0,0,0,1,0,0
183,24.416666666666668,1,21,3,0,0,0,0,25,18,18,50,0,0,0,0,0,0,1
184,5.916666666666667,0,15,6,0,0,0,0,0,12,7,55,0,0,0,0,0,0,1
185,2.5833333333333335,0,21,3,0,0,0,0,30,12,9,5,0,0,0,0,0,0,0
186,4.5,0,3,3,0,0,0,0,45,20,15,15,1,0,0,0,1,0,0
187,2.8333333333333335,0,18,3,0,0,0,0,30,23,20,20,1,0,0,0,1,0,0
188,7.083333333333333,0,24,6,0,0,0,0,5,12,5,10,0,0,0,1,0,0,1
189,1.5,0,27,6,0,0,0,0,20,22,21,50,0,1,1,1,0,0,0
190,5.333333333333333,0,6,3,0,0,0,0,5,22,17,25,0,0,0,1,0,0,1
191,25.416666666666668,1,6,9,0,0,0,0,10,22,21,35,0,0,0,0,0,0,0
192,7.083333333333333,1,5,1,0,0,0,0,30,23,16,35,0,0,0,0,0,0,0
193,1.4166666666666667,1,6,12,0,0,0,0,55,4,2,20,0,1,1,0,0,0,0
194,14.333333333333334,0,6,3,0,0,0,0,40,21,6,0,0,0,0,1,0,0,1
195,10.583333333333334,0,3,9,0,0,1,0,40,19,8,15,0,0,0,0,0,0,1
196,2.75,0,4,12,0,0,1,1,10,8,6,55,0,0,0,0,1,0,0
197,9.583333333333334,1,6,6,0,0,0,0,35,19,9,10,0,0,0,0,0,0,0
198,13.833333333333334,1,24,6,0,0,0,0,35,4,14,25,0,0,0,0,0,0,1
199,1.5,1,27,5,0,0,0,0,35,21,19,5,0,1,1,0,0,0,0
200,16.75,1,15,6,0,0,0,0,15,19,2,0,0,0,0,0,0,0,1
201,25.75,0,3,3,0,0,1,0,50,10,8,35,1,0,0,0,1,0,0
202,22.75,1,15,5,0,0,0,0,25,19,20,10,0,0,0,0,0,0,0
203,9.583333333333334,0,3,3,0,1,0,0,0,1,16,35,0,0,0,0,0,0,1
204,7.333333333333333,0,24,6,0,1,0,0,40,19,11,0,0,0,0,0,0,0,1
205,24.0,0,5,1,0,0,0,0,20,20,20,20,0,0,0,0,0,1,0
206,11.083333333333334,1,21,3,0,0,0,0,35,7,20,40,1,0,0,0,1,0,0
207,2.5833333333333335,0,15,4,0,0,1,0,45,23,20,20,0,0,0,0,0,0,0
208,14.333333333333334,0,6,1,0,1,0,0,55,19,4,15,0,0,0,0,0,0,1
209,2.3333333333333335,0,15,6,0,0,0,0,15,15,13,35,0,0,0,1,0,0,0
210,4.833333333333333,0,18,5,0,0,0,0,15,20,15,5,0,0,0,1,0,0,0
211,15.166666666666666,0,3,3,0,1,0,0,10,22,7,20,0,0,0,0,0,0,1
212,2.9166666666666665,0,15,6,0,0,0,1,10,0,21,5,0,0,0,0,1,0,0
213,16.166666666666668,0,5,6,0,0,1,0,45,8,16,55,0,0,0,0,0,0,0
214,2.8333333333333335,0,27,5,0,0,0,1,10,1,22,0,0,0,0,1,1,0,0
215,2.5,0,3,9,0,0,0,0,35,22,19,5,0,0,0,0,0,0,0
216,2.25,0,15,3,0,0,1,0,40,13,11,55,0,0,0,0,0,0,0
217,2.5833333333333335,0,15,4,0,0,0,1,0,19,17,35,0,0,0,0,1,1,0
218,12.166666666666666,1,4,1,0,0,0,0,10,9,21,20,0,0,0,0,0,0,0
219,6.166666666666667,0,5,6,0,0,0,0,25,13,7,35,0,0,0,0,0,0,1
220,9.833333333333334,1,5,12,0,0,0,0,30,16,6,20,0,0,0,0,0,0,0
221,2.8333333333333335,0,4,6,0,0,0,1,30,14,11,20,0,0,0,0,1,0,0
222,3.0,1,27,5,0,0,0,1,20,11,8,20,0,0,0,0,1,0,0
223,1.5,0,15,3,0,0,0,0,30,4,2,0,0,1,1,1,0,0,0
224,11.083333333333334,0,3,1,0,0,1,0,5,22,11,10,1,0,0,0,1,0,0
225,2.3333333333333335,0,3,3,0,0,0,0,5,0,22,25,0,0,0,1,0,0,0
226,13.0,0,6,1,0,1,0,0,0,21,8,0,0,0,0,0,0,0,1
227,32.083333333333336,1,21,3,0,0,0,0,45,18,10,50,0,0,0,0,0,0,1
228,2.6666666666666665,0,3,3,0,0,0,0,30,14,11,10,1,0,0,0,1,1,0
229,5.666666666666667,0,15,6,0,0,0,0,45,22,16,25,0,0,0,0,0,0,1
230,34.5,1,3,6,0,0,0,0,55,4,17,25,0,0,0,0,0,0,1
231,1.5,0,5,12,0,0,0,0,15,14,13,45,0,1,1,0,0,0,0
232,37.333333333333336,1,21,3,0,0,0,0,30,18,5,50,0,0,0,0,0,0,1
233,10.916666666666666,1,6,3,0,0,0,0,30,4,17,25,0,0,0,0,0,0,1
234,24.0,0,5,1,0,0,1,0,35,14,14,35,0,0,0,0,0,0,0
235,2.8333333333333335,0,15,6,0,0,0,1,45,12,9,35,0,0,0,0,1,1,0
236,25.333333333333332,1,5,1,0,0,0,0,35,10,9,55,0,0,0,0,0,0,0
237,2.9166666666666665,0,6,9,0,0,0,1,10,10,7,5,0,0,0,1,1,0,0
238,26.666666666666668,0,21,5,0,0,1,0,0,7,5,40,0,0,0,0,0,0,1
239,3.0833333333333335,0,3,3,0,0,1,0,5,21,18,10,0,0,0,0,0,0,1
240,11.333333333333334,0,3,3,0,1,0,0,30,18,7,50,0,0,0,0,0,0,1
241,9.833333333333334,1,3,3,0,0,0,0,0,18,9,50,0,0,0,0,0,0,1
242,4.583333333333333,0,4,6,0,0,0,0,35,12,7,10,0,0,0,1,0,0,1
243,7.0,0,27,5,0,1,0,0,0,21,14,0,0,0,0,0,0,0,1
244,25.916666666666668,0,3,6,0,0,0,0,30,9,7,25,0,1,1,0,0,1,0
245,17.75,0,5,1,0,0,0,0,0,10,17,45,0,0,0,0,0,1,0
246,8.166666666666666,0,6,12,0,0,0,0,20,22,14,30,0,0,0,1,0,0,1
247,10.666666666666666,0,5,9,0,1,0,0,20,21,10,0,0,0,0,0,0,0,1
248,2.75,0,6,9,0,0,0,1,30,4,1,15,0,0,0,1,1,0,0
249,14.416666666666666,1,18,5,0,0,0,0,55,9,18,20,0,0,0,0,0,0,0
250,27.333333333333332,0,5,1,0,0,0,0,0,20,17,20,0,0,0,0,0,1,0
251,10.0,1,24,6,0,0,0,0,0,19,9,0,0,0,0,0,0,0,1
252,12.166666666666666,0,6,12,0,1,0,0,5,19,7,15,0,0,0,0,0,0,1
253,27.583333333333332,1,6,3,0,0,0,0,0,12,9,35,0,0,0,0,0,0,1
254,21.583333333333332,1,18,5,0,0,0,0,25,18,20,0,0,0,0,0,0,0,0
255,5.083333333333333,1,18,3,0,0,0,0,5,19,14,10,1,0,0,0,1,0,0
256,13.5,1,3,12,0,0,0,0,55,12,22,25,1,0,0,0,1,0,0
257,1.3333333333333333,0,24,6,0,0,1,0,20,7,6,40,0,1,1,0,0,0,0
258,1.5,0,18,3,0,0,0,0,55,18,16,25,0,1,1,1,0,0,0
259,23.333333333333332,1,6,6,0,0,0,0,55,18,18,15,0,0,0,0,0,0,0
260,15.0,1,18,3,0,0,0,0,5,5,14,5,1,0,0,0,1,0,0
261,2.8333333333333335,0,6,12,0,0,0,1,30,12,9,20,0,0,0,0,1,0,0
262,2.8333333333333335,0,27,6,0,0,0,1,30,11,8,20,0,0,0,1,1,0,0
263,14.5,0,6,6,0,0,0,0,55,22,7,25,0,0,0,0,0,0,1
264,9.333333333333334,1,6,9,0,0,0,0,40,19,9,0,0,0,0,0,0,0,1
265,2.8333333333333335,0,27,6,0,0,0,1,0,6,4,50,0,0,0,1,1,0,0
266,2.3333333333333335,0,24,6,0,0,0,0,45,20,17,5,0,0,0,0,0,1,0
267,11.25,0,6,6,0,0,1,0,50,21,9,5,0,0,0,0,0,0,0
268,1.5,0,6,1,0,0,0,0,20,22,21,50,0,1,1,1,0,0,0
269,2.8333333333333335,0,15,6,0,0,1,1,20,16,13,10,0,0,0,0,1,0,0
270,2.75,0,21,3,0,0,0,0,50,12,9,35,1,0,0,0,1,1,0
271,6.583333333333333,1,27,6,0,0,0,0,50,4,21,25,0,0,0,0,0,0,1
272,32.083333333333336,1,21,3,0,0,0,0,45,18,10,50,0,0,0,0,0,0,1
273,9.25,0,15,6,0,1,0,0,0,19,10,15,0,0,0,0,0,0,1
274,17.083333333333332,1,6,3,0,0,0,0,30,12,19,35,0,0,0,0,0,0,1
275,9.25,0,27,6,0,1,0,0,0,19,10,15,0,0,0,0,0,0,1
276,8.333333333333334,0,21,5,0,0,0,0,10,1,17,30,0,0,0,1,0,0,1
277,5.0,1,15,6,0,0,0,0,0,19,14,0,0,0,0,0,0,0,1
278,20.916666666666668,0,24,5,0,0,1,0,50,13,16,45,0,0,0,0,0,0,0
279,37.333333333333336,0,21,5,0,0,1,0,55,19,5,15,0,0,0,0,0,0,1
280,2.9166666666666665,0,24,5,0,0,0,1,45,10,7,40,0,0,0,0,1,0,0
281,3.0,1,24,5,0,0,0,1,10,10,7,10,0,0,0,0,1,0,0
282,10.0,1,6,12,0,0,0,0,0,19,9,0,0,0,0,0,0,0,1
283,12.5,1,18,5,0,0,0,0,35,22,9,5,0,0,0,0,0,0,0
284,4.916666666666667,0,4,1,0,0,0,0,55,22,17,50,0,0,0,0,0,0,1
285,17.333333333333332,1,6,12,0,0,0,0,15,12,19,35,0,0,0,0,0,0,1
286,8.666666666666666,0,5,1,0,1,0,0,20,19,10,0,0,0,0,0,0,0,1
287,9.5,0,21,3,0,0,1,0,30,23,13,0,0,0,0,0,0,0,1
288,2.3333333333333335,0,6,3,0,0,0,0,45,17,14,5,0,0,0,1,0,0,0
289,2.5833333333333335,0,24,5,0,0,0,0,40,7,4,15,0,0,0,1,0,0,0
290,29.583333333333332,1,27,6,0,0,0,0,25,19,13,0,0,0,0,0,0,0,1
291,5.75,1,5,12,0,0,0,0,5,19,14,50,0,0,0,0,0,0,0
292,18.25,1,15,6,0,0,0,0,20,12,18,35,0,0,0,0,0,0,1
293,2.75,1,4,3,0,0,0,1,0,8,6,45,0,0,0,0,1,0,0
294,15.416666666666666,1,27,3,0,0,0,0,0,4,13,25,0,0,0,0,0,0,1
295,21.333333333333332,1,3,6,0,0,0,0,5,11,14,25,1,0,0,0,1,0,0
296,10.0,1,21,3,0,0,0,0,25,4,18,25,0,0,0,0,0,0,1
297,32.083333333333336,1,21,3,0,0,0,0,45,18,10,50,0,0,0,0,0,0,1
298,1.25,0,24,5,0,0,1,0,30,20,19,45,0,1,1,0,0,0,0
299,27.583333333333332,0,4,1,0,0,0,0,10,10,7,45,0,0,0,0,0,1,0
300,2.5833333333333335,0,18,4,0,0,0,0,55,9,6,30,0,0,0,0,0,0,0
301,2.75,1,24,6,0,0,0,1,0,8,6,45,0,0,0,0,1,0,0
302,26.5,0,6,12,0,0,1,0,30,23,20,0,0,0,0,0,0,0,1
303,6.666666666666667,1,5,12,0,0,0,0,5,20,14,45,0,0,0,0,0,0,0
304,1.25,0,27,5,0,0,1,0,30,20,19,45,0,1,1,0,0,0,0
305,4.833333333333333,0,6,9,0,0,0,0,10,13,8,0,0,0,0,1,0,0,0
